Order Number,Toothbrush Type,Order Date,Customer Age,Order Quantity,Delivery Postcode,Billing Postcode,is_first,Dispatch Status,Dispatched Date,Delivery Status,Delivery Date
BRU00009530,Toothbrush 2000,2022-12-04 23:22:12.302314800,95,2,b360sn,b360sn,1,Dispatched,2022-12-05 06:53:58.200037200,Delivered,2022-12-06 06:07:35.163924
BRU00008931,Toothbrush 4000,2022-12-05 05:29:29.890184799,17,1,al52jn,al52jn,1,Order Received,2022-12-05 05:40:58.275672399,,
BRU00008840,Toothbrush 2000,2022-12-05 04:55:23.297516800,85,8,cf629dw,cf629dw,1,Dispatched,2022-12-05 11:58:56.738680000,Delivered,2022-12-06 16:29:11.185130800
BRU00008781,Toothbrush 4000,2022-12-05 09:24:22.938139200,7,4,bn14fn,bn14fn,1,Order Received,2022-12-05 09:36:03.963954000,,
BRU00009461,Toothbrush 4000,2022-12-05 12:12:36.991376400,21,4,ch466ed,ch466ed,1,Order Confirmed,2022-12-05 13:22:52.628463600,,
BRU00009135,Toothbrush 4000,2022-12-04 13:41:04.618781600,33,1,ig26pt,ig26pt,1,Order Confirmed,2022-12-04 14:38:50.153550800,,
BRU00009661,Toothbrush 4000,2022-12-05 21:37:48.281450800,26,6,g314au,g314au,1,Order Confirmed,2022-12-05 22:49:18.988430800,,
BRU00008871,Toothbrush 4000,2022-12-04 15:22:54.143294000,22,3,gl529ty,gl529ty,1,Order Received,2022-12-04 15:36:04.308294800,,
BRU00008784,Toothbrush 2000,2022-12-04 12:05:40.476043600,63,5,cf440aw,cf440aw,1,Dispatched,2022-12-04 19:38:07.069544799,Delivered,2022-12-06 04:17:01.057731999
BRU00009169,Toothbrush 4000,2022-12-05 04:41:53.765380800,37,2,co169hg,co169hg,1,Order Confirmed,2022-12-05 05:44:15.324998400,,
BRU00008761,Toothbrush 4000,2022-12-05 08:32:31.274667600,29,1,ha74sh,ha74sh,1,Order Received,2022-12-05 08:44:39.638097600,,
BRU00009456,Toothbrush 2000,2022-12-04 23:19:42.569587600,91,5,bh119un,bh119un,1,Order Confirmed,2022-12-05 00:44:39.937247200,,
BRU00009262,Toothbrush 4000,2022-12-05 07:51:03.224020000,42,2,eh217ql,eh217ql,1,Order Received,2022-12-05 08:04:07.015001200,,
BRU00009106,Toothbrush 4000,2022-12-04 18:46:37.672174800,30,7,e1w2sf,e1w2sf,1,Order Received,2022-12-04 18:58:26.659814400,,
BRU00009129,Toothbrush 2000,2022-12-05 07:32:55.668534000,79,1,bl40dx,bl40dx,1,Order Received,2022-12-05 07:45:48.406874400,,
BRU00009209,Toothbrush 4000,2022-12-05 14:22:51.496179600,21,3,hu67lj,hu67lj,1,Order Received,2022-12-05 14:34:24.547839600,,
BRU00009371,Toothbrush 4000,2022-12-05 12:50:17.385289600,12,7,hu69ap,hu69ap,1,Order Confirmed,2022-12-05 13:56:46.794254800,,
BRU00009455,Toothbrush 2000,2022-12-04 23:39:16.343362800,69,6,ch15ha,ch15ha,1,Order Received,2022-12-04 23:52:03.874090800,,
BRU00008747,Toothbrush 2000,2022-12-05 14:50:42.494444800,74,9,cf145qe,cf145qe,1,Order Received,2022-12-05 15:02:47.666172400,,
BRU00009355,Toothbrush 2000,2022-12-04 17:29:31.490368799,76,5,ch438sf,ch438sf,1,Order Received,2022-12-04 17:41:08.221192799,,
BRU00009561,Toothbrush 2000,2022-12-04 09:41:39.506746000,77,6,dy84ea,dy84ea,1,Dispatched,2022-12-04 16:54:49.465358800,Delivered,2022-12-05 21:28:59.399772400
BRU00009638,Toothbrush 2000,2022-12-05 09:41:51.661682800,80,5,hp135hl,hp135hl,1,Order Confirmed,2022-12-05 10:36:24.196517200,,
BRU00009179,Toothbrush 4000,2022-12-05 02:06:10.632280000,30,6,ex137dn,ex137dn,1,Dispatched,2022-12-05 09:12:45.208645600,Delivered,2022-12-06 10:01:49.692432400
BRU00009506,Toothbrush 4000,2022-12-05 16:18:24.450675200,25,6,e126sj,e126sj,1,Order Confirmed,2022-12-05 17:11:46.869598400,,
BRU00009190,Toothbrush 4000,2022-12-05 02:12:44.640127600,32,4,e181dh,e181dh,1,Order Received,2022-12-05 02:24:55.595111200,,
BRU00008975,Toothbrush 2000,2022-12-04 15:37:41.216742400,94,4,bs110jj,bs110jj,1,Order Received,2022-12-04 15:50:40.456344400,,
BRU00009488,Toothbrush 4000,2022-12-05 15:22:07.346334000,9,9,cm201xp,cm201xp,1,Order Received,2022-12-05 15:33:40.020555600,,
BRU00008884,Toothbrush 2000,2022-12-05 08:06:56.228924400,74,4,bh166ad,bh166ad,1,Dispatched,2022-12-05 15:07:45.430880400,Delivered,2022-12-06 21:07:48.356798400
BRU00008820,Toothbrush 2000,2022-12-05 04:41:10.869251600,46,9,hu151er,hu151er,1,Order Received,2022-12-05 04:53:01.933209200,,
BRU00008738,Toothbrush 2000,2022-12-04 21:40:51.327824400,65,4,eh51aj,eh51aj,1,Order Received,2022-12-04 21:52:01.687860000,,
BRU00008808,Toothbrush 4000,2022-12-05 02:57:16.143803600,16,8,cv81gr,cv81gr,1,Order Received,2022-12-05 03:10:26.587890800,,
BRU00009416,Toothbrush 2000,2022-12-04 16:44:19.676586800,94,3,bn72ey,bn72ey,1,Order Confirmed,2022-12-04 17:44:32.503559600,,
BRU00009291,Toothbrush 2000,2022-12-04 16:17:43.472843200,69,1,ba202us,ba202us,1,Dispatched,2022-12-04 23:29:42.432238000,Delivered,2022-12-06 06:39:29.378948800
BRU00008764,Toothbrush 4000,2022-12-04 23:52:54.604555600,25,6,ch662qy,ch662qy,1,Order Confirmed,2022-12-05 00:49:42.905473600,,
BRU00008720,Toothbrush 4000,2022-12-05 02:02:34.276632400,32,9,cw55lz,cw55lz,1,Order Confirmed,2022-12-05 02:55:01.715596000,,
BRU00009045,Toothbrush 4000,2022-12-05 11:45:09.473848800,20,4,dn104nt,dn104nt,1,Order Confirmed,2022-12-05 12:43:37.353103200,,
BRU00009419,Toothbrush 4000,2022-12-05 19:19:30.644278800,19,2,eh111us,eh111us,1,Order Confirmed,2022-12-05 20:38:32.140522800,,
BRU00009126,Toothbrush 2000,2022-12-04 10:10:29.511160400,96,6,ex153ra,ex153ra,1,Order Confirmed,2022-12-04 11:02:29.313712400,,
BRU00008897,Toothbrush 2000,2022-12-05 04:23:38.691011600,85,4,eh222ar,eh222ar,1,Order Received,2022-12-05 04:35:41.455296800,,
BRU00009399,Toothbrush 2000,2022-12-04 10:17:00.048730400,82,8,fy60dl,fy60dl,1,Order Confirmed,2022-12-04 11:34:54.897000800,,
BRU00008836,Toothbrush 4000,2022-12-05 04:20:53.321641600,25,2,ct110hz,ct110hz,1,Dispatched,2022-12-05 10:28:05.354848000,Delivered,2022-12-06 10:20:47.732130400
BRU00009158,Toothbrush 2000,2022-12-05 10:52:23.431176400,75,4,g630du,g630du,1,Order Received,2022-12-05 11:04:22.461883600,,
BRU00009146,Toothbrush 2000,2022-12-05 02:15:55.296886800,62,3,hp178bl,hp178bl,1,Order Received,2022-12-05 02:27:23.979975600,,
BRU00009387,Toothbrush 2000,2022-12-05 09:30:31.510228800,66,9,cv59lz,cv59lz,1,Order Confirmed,2022-12-05 10:35:31.649169600,,
BRU00009049,Toothbrush 4000,2022-12-05 14:32:38.927206000,29,5,gu85wb,gu85wb,1,Dispatched,2022-12-05 22:33:10.727928400,Delivered,2022-12-07 07:24:22.703137600
BRU00009299,Toothbrush 2000,2022-12-05 13:17:04.789102000,77,7,bh12bu,bh12bu,1,Dispatched,2022-12-05 20:25:06.123250000,Delivered,2022-12-06 18:48:16.364381200
BRU00009402,Toothbrush 4000,2022-12-05 13:31:37.317789600,48,9,bs34nl,bs34nl,1,Order Received,2022-12-05 13:44:47.969524800,,
BRU00009523,Toothbrush 2000,2022-12-04 17:38:19.249926800,79,5,ig61fu,ig61fu,1,Order Confirmed,2022-12-04 18:34:19.292488400,,
BRU00009069,Toothbrush 2000,2022-12-05 01:24:40.205387600,69,6,dd97yy,dd97yy,1,Order Confirmed,2022-12-05 02:30:11.435865200,,
BRU00008868,Toothbrush 2000,2022-12-05 05:12:04.242556400,85,3,cf55ll,cf55ll,1,Order Confirmed,2022-12-05 06:16:03.889509200,,
BRU00009222,Toothbrush 4000,2022-12-05 05:27:49.834927600,6,6,ip242ub,ip242ub,1,Dispatched,2022-12-05 11:35:32.241863200,Delivered,2022-12-06 21:44:13.872665200
BRU00009278,Toothbrush 4000,2022-12-04 21:19:17.402049600,24,2,ab119ld,ab119ld,1,Dispatched,2022-12-05 03:41:02.985832800,In Transit,2022-12-05 04:48:27.763309200
BRU00009095,Toothbrush 4000,2022-12-05 08:18:19.347238800,15,1,ab157ph,ab157ph,1,Dispatched,2022-12-05 14:56:11.714744400,Delivered,2022-12-06 22:15:06.224997600
BRU00009364,Toothbrush 2000,2022-12-05 05:03:52.100146400,67,3,eh260rb,eh260rb,1,Order Received,2022-12-05 05:16:53.728460000,,
BRU00009202,Toothbrush 4000,2022-12-05 02:55:44.484460400,47,3,gl33ub,gl33ub,1,Order Confirmed,2022-12-05 03:54:51.637691600,,
BRU00009475,Toothbrush 2000,2022-12-05 06:54:20.791213600,80,1,ab555de,ab555de,1,Order Confirmed,2022-12-05 08:16:35.154124000,,
BRU00009518,Toothbrush 2000,2022-12-04 11:42:54.755260400,80,2,cr03nl,cr03nl,1,Order Received,2022-12-04 11:54:17.761592000,,
BRU00008735,Toothbrush 4000,2022-12-04 19:07:43.402099600,13,6,de735ww,de735ww,1,Order Received,2022-12-04 19:17:57.954474400,,
BRU00008922,Toothbrush 4000,2022-12-05 13:48:11.337279200,29,6,dn122en,dn122en,1,Dispatched,2022-12-05 20:41:12.364930400,Delivered,2022-12-07 00:12:16.427171600
BRU00009635,Toothbrush 2000,2022-12-04 17:28:36.292946000,68,9,dh11pw,dh11pw,1,Order Confirmed,2022-12-04 18:18:28.841204000,,
BRU00009577,Toothbrush 4000,2022-12-05 07:03:28.757137200,45,9,ab421uf,ab421uf,1,Order Confirmed,2022-12-05 08:00:02.717491200,,
BRU00009578,Toothbrush 2000,2022-12-05 12:24:41.536430800,49,3,dn58ah,dn58ah,1,Dispatched,2022-12-05 20:22:02.296784800,Delivered,2022-12-06 23:09:37.154428
BRU00009446,Toothbrush 4000,2022-12-05 15:25:13.573489199,17,3,bb32jn,bb32jn,1,Order Received,2022-12-05 15:36:09.146884799,,
BRU00008956,Toothbrush 4000,2022-12-05 02:59:52.737868000,11,9,bs78nw,bs78nw,1,Order Received,2022-12-05 03:12:09.324079600,,
BRU00009079,Toothbrush 2000,2022-12-05 12:42:20.533384000,93,2,dg98ta,dg98ta,1,Order Received,2022-12-05 12:53:48.107050000,,
BRU00009192,Toothbrush 4000,2022-12-04 17:23:01.808266000,19,9,bs419by,bs419by,1,Order Received,2022-12-04 17:34:28.456915600,,
BRU00009231,Toothbrush 2000,2022-12-04 19:06:54.009847600,77,9,ct101dr,ct101dr,1,Dispatched,2022-12-05 02:51:57.471974800,In Transit,2022-12-05 03:58:47.651003200
BRU00009274,Toothbrush 2000,2022-12-04 17:33:06.719450000,72,5,e146jj,e146jj,1,Order Confirmed,2022-12-04 18:23:38.988794000,,
BRU00009071,Toothbrush 2000,2022-12-05 08:41:47.225856000,60,6,g334rx,g334rx,1,Dispatched,2022-12-05 16:58:36.420516000,Delivered,2022-12-06 21:47:37.739586
BRU00009224,Toothbrush 4000,2022-12-05 19:02:23.323159200,35,2,cw58fq,cw58fq,1,Order Confirmed,2022-12-05 20:03:45.654082800,,
BRU00008791,Toothbrush 2000,2022-12-05 02:39:17.869544000,92,2,e50ah,e50ah,1,Order Confirmed,2022-12-05 03:48:28.271621600,,
BRU00009137,Toothbrush 4000,2022-12-05 16:27:58.947761600,36,8,hu32ue,hu32ue,1,Order Confirmed,2022-12-05 17:27:46.244639600,,
BRU00009503,Toothbrush 4000,2022-12-04 20:46:18.778133200,22,4,dl166bg,dl166bg,1,Order Confirmed,2022-12-04 21:44:11.202172000,,
BRU00008857,Toothbrush 4000,2022-12-05 10:55:17.224922400,19,2,DY2 0UP,DY2   0UP,1,Order Confirmed,2022-12-05 12:10:43.233525600,,
BRU00009453,Toothbrush 4000,2022-12-05 08:39:25.468040000,45,2,BA2 3NT,BA2   3NT,1,Order Received,2022-12-05 08:51:44.256263600,,
BRU00008898,Toothbrush 4000,2022-12-05 02:19:14.635362400,29,7,CM9 5HQ,CM9   5HQ,1,Dispatched,2022-12-05 08:32:04.778275600,Delivered,2022-12-06 12:51:44.946475600
BRU00009051,Toothbrush 2000,2022-12-04 23:55:04.476829200,75,7,BN10 8JL,BN10   8JL,1,Order Received,2022-12-05 00:07:21.395392800,,
BRU00009218,Toothbrush 2000,2022-12-05 05:22:10.333005600,68,5,BD8 7SZ,BD8   7SZ,1,Dispatched,2022-12-05 13:15:50.274223200,Delivered,2022-12-06 20:57:52.950639600
BRU00009647,Toothbrush 4000,2022-12-05 09:41:33.255889200,35,8,E16 4TL,E16   4TL,1,Order Confirmed,2022-12-05 10:28:13.603070400,,
BRU00009442,Toothbrush 4000,2022-12-04 08:51:48.571212800,23,7,BN14 8DU,BN14   8DU,1,Order Confirmed,2022-12-04 10:24:36.523910000,,
BRU00009269,Toothbrush 2000,2022-12-04 23:32:38.622114800,81,8,DL3 8EE,DL3   8EE,1,Order Confirmed,2022-12-05 00:04:24.515942000,,
BRU00009217,Toothbrush 4000,2022-12-04 20:33:07.879266400,25,3,B31 5PU,B31   5PU,1,Dispatched,2022-12-05 03:11:40.748467600,In Transit,2022-12-05 04:11:45.231454
BRU00009172,Toothbrush 4000,2022-12-04 23:16:40.596044000,41,2,B30 3AE,B30   3AE,1,Order Confirmed,2022-12-05 00:21:14.785385600,,
BRU00009301,Toothbrush 4000,2022-12-05 22:16:37.139622400,15,5,CM14 9SP,CM14   9SP,1,Dispatched,2022-12-06 06:23:54.847213600,Delivered,2022-12-07 11:36:45.340828
BRU00008865,Toothbrush 4000,2022-12-05 07:25:39.616965200,30,5,DD4 7HT,DD4   7HT,1,Order Confirmed,2022-12-05 08:26:36.501195200,,
BRU00009022,Toothbrush 2000,2022-12-04 14:28:58.021334400,68,6,GL10 2LA,GL10   2LA,1,Dispatched,2022-12-04 21:13:20.189352000,Delivered,2022-12-06 10:00:01.738713600
BRU00008751,Toothbrush 2000,2022-12-04 06:18:20.627912000,59,4,FK17 8EA,FK17   8EA,1,Order Received,2022-12-04 06:30:45.489249200,,
BRU00008753,Toothbrush 2000,2022-12-05 00:03:21.432183200,64,2,CO5 7QS,CO5   7QS,1,Order Received,2022-12-05 00:14:53.165472800,,
BRU00008692,Toothbrush 2000,2022-12-04 13:31:50.836947600,69,4,DD3 9HG,DD3   9HG,1,Dispatched,2022-12-04 20:01:55.360030800,Delivered,2022-12-05 22:48:13.535704800
BRU00008788,Toothbrush 4000,2022-12-05 13:39:40.412870800,6,5,DE11 0XP,DE11   0XP,1,Dispatched,2022-12-05 21:29:05.361034000,Delivered,2022-12-07 03:18:01.191961600
BRU00008900,Toothbrush 4000,2022-12-05 19:33:55.485576000,29,3,HG5 8QD,HG5   8QD,1,Dispatched,2022-12-06 02:04:24.116717999,In Transit,2022-12-06 03:02:34.058936399
BRU00008980,Toothbrush 2000,2022-12-04 17:40:16.226320000,62,1,CO15 6NN,CO15   6NN,1,Dispatched,2022-12-05 00:29:34.049654800,In Transit,2022-12-05 01:28:10.112198800
BRU00008754,Toothbrush 2000,2022-12-04 18:41:43.548710000,76,5,GL4 0SQ,GL4   0SQ,1,Order Confirmed,2022-12-04 19:53:06.696060800,,
BRU00009316,Toothbrush 4000,2022-12-04 19:30:53.167569600,11,6,GL54 2DY,GL54   2DY,1,Order Confirmed,2022-12-04 20:48:39.569181600,,
BRU00009287,Toothbrush 2000,2022-12-04 17:32:51.807983200,78,6,IM1 4NU,IM1   4NU,1,Dispatched,2022-12-05 00:09:54.178397200,In Transit,2022-12-05 00:58:56.755055200
BRU00009360,Toothbrush 4000,2022-12-05 15:27:44.098774399,40,7,DH1 4GE,DH1   4GE,1,Dispatched,2022-12-05 23:12:57.160387999,Delivered,2022-12-07 01:42:22.843985599
BRU00009594,Toothbrush 4000,2022-12-05 11:48:13.144274400,9,4,B73 5TJ,B73   5TJ,1,Order Received,2022-12-05 12:00:18.377994000,,
BRU00009412,Toothbrush 4000,2022-12-05 05:30:43.176770800,31,9,B93 0DT,B93   0DT,1,Order Confirmed,2022-12-05 06:20:53.829835600,,
BRU00009107,Toothbrush 2000,2022-12-04 18:59:07.646928800,73,5,B93 9NG,B93   9NG,1,Dispatched,2022-12-05 01:17:05.833425200,In Transit,2022-12-05 02:11:33.604977200
BRU00008760,Toothbrush 2000,2022-12-05 08:36:30.909333200,54,9,GU1 4NG,GU1   4NG,1,Order Received,2022-12-05 08:48:16.104588800,,
BRU00008993,Toothbrush 2000,2022-12-04 14:57:27.146747200,78,9,CT14 7DB,CT14   7DB,1,Dispatched,2022-12-04 21:37:47.573098000,Delivered,2022-12-05 23:05:33.119920
BRU00009013,Toothbrush 2000,2022-12-05 04:31:32.950500800,68,4,DL16 6XH,DL16   6XH,1,Dispatched,2022-12-05 11:50:59.743419200,Delivered,2022-12-06 17:58:58.594874
BRU00009097,Toothbrush 4000,2022-12-05 06:30:20.501202800,22,8,B62 0AS,B62   0AS,1,Order Received,2022-12-05 06:41:52.059726800,,
BRU00009003,Toothbrush 4000,2022-12-05 06:54:29.307806000,18,9,EX16 8RD,EX16   8RD,1,Order Received,2022-12-05 07:06:05.130562400,,
BRU00008831,Toothbrush 2000,2022-12-04 21:59:41.431747200,83,5,B79 7JL,B79   7JL,1,Order Confirmed,2022-12-04 23:09:19.564333200,,
BRU00009267,Toothbrush 2000,2022-12-04 10:46:42.828016400,82,3,DA6 7PZ,DA6   7PZ,1,Dispatched,2022-12-04 19:19:57.635010800,Delivered,2022-12-05 21:34:09.530601200
BRU00009327,Toothbrush 2000,2022-12-04 16:12:54.257796400,67,5,GL16 8EH,GL16   8EH,1,Dispatched,2022-12-05 00:11:09.474979600,In Transit,2022-12-05 01:14:18.037129600
BRU00009090,Toothbrush 4000,2022-12-05 07:14:18.609206000,27,1,EX8 2BW,EX8   2BW,1,Order Received,2022-12-05 07:26:19.657990400,,
BRU00009493,Toothbrush 2000,2022-12-04 13:40:04.189911200,81,5,CM17 9LR,CM17   9LR,1,Order Received,2022-12-04 13:52:48.307842800,,
BRU00009093,Toothbrush 2000,2022-12-05 00:53:32.565032000,72,5,BR5 2EJ,BR5   2EJ,1,Order Received,2022-12-05 01:06:04.962666800,,
BRU00009303,Toothbrush 4000,2022-12-04 21:02:35.063221200,35,2,HR1 3AB,HR1   3AB,1,Order Received,2022-12-04 21:14:04.156440000,,
BRU00009560,Toothbrush 2000,2022-12-05 03:46:07.520990400,72,5,EH19 3FQ,EH19   3FQ,1,Dispatched,2022-12-05 10:21:06.734497200,Delivered,2022-12-06 07:30:27.798201600
BRU00009147,Toothbrush 2000,2022-12-05 04:55:37.249120000,81,4,BH15 4HU,BH15   4HU,1,Dispatched,2022-12-05 12:58:04.967268400,Delivered,2022-12-06 18:25:53.425961200
BRU00009549,Toothbrush 2000,2022-12-04 23:23:55.146694400,87,7,BR2 0ER,BR2   0ER,1,Order Confirmed,2022-12-05 00:21:36.590124800,,
BRU00008717,Toothbrush 4000,2022-12-04 23:09:00.211854000,16,9,CO6 1AZ,CO6   1AZ,1,Order Confirmed,2022-12-04 23:53:22.196851200,,
BRU00008961,Toothbrush 2000,2022-12-04 13:52:01.969619200,90,9,BR2 9TY,BR2   9TY,1,Order Confirmed,2022-12-04 14:33:16.270168000,,
BRU00009637,Toothbrush 4000,2022-12-05 09:41:35.414974800,12,5,HA3 9BZ,HA3   9BZ,1,Dispatched,2022-12-05 16:29:56.444738400,Delivered,2022-12-07 00:38:31.252780800
BRU00009176,Toothbrush 2000,2022-12-05 03:10:37.900990800,77,3,DG11 1PZ,DG11   1PZ,1,Order Received,2022-12-05 03:22:15.052863600,,
BRU00009497,Toothbrush 2000,2022-12-05 04:26:25.055914000,64,5,CV6 7AX,CV6   7AX,1,Dispatched,2022-12-05 11:28:13.767418000,Delivered,2022-12-06 09:56:51.765271600
BRU00009544,Toothbrush 4000,2022-12-05 03:31:12.560583200,32,1,BD23 1SW,BD23   1SW,1,Dispatched,2022-12-05 11:25:58.252719200,Delivered,2022-12-06 12:06:32.846013200
BRU00009654,Toothbrush 4000,2022-12-04 22:29:54.184494400,31,4,DN19 7DP,DN19   7DP,1,Order Received,2022-12-04 22:41:01.239341200,,
BRU00008964,Toothbrush 2000,2022-12-05 03:52:45.563370000,83,2,CV31 2PG,CV31   2PG,1,Order Received,2022-12-05 04:04:36.841293600,,
BRU00008772,Toothbrush 2000,2022-12-05 11:07:09.740456800,87,9,DE24 0PQ,DE24   0PQ,1,Order Confirmed,2022-12-05 12:11:09.106102000,,
BRU00008929,Toothbrush 4000,2022-12-04 15:17:09.081286000,25,3,B46 3EG,B46   3EG,1,Order Received,2022-12-04 15:29:49.339621600,,
BRU00008960,Toothbrush 2000,2022-12-04 10:47:32.638431600,80,4,DT7 3AG,DT7   3AG,1,Order Received,2022-12-04 10:59:29.110208400,,
BRU00009607,Toothbrush 4000,2022-12-05 05:10:59.848723200,11,9,IP25 7AD,IP25   7AD,1,Order Received,2022-12-05 05:23:35.323047600,,
BRU00008837,Toothbrush 2000,2022-12-04 23:26:59.936598400,84,8,G53 7GQ,G53   7GQ,1,Order Received,2022-12-04 23:38:16.772018800,,
BRU00009140,Toothbrush 4000,2022-12-05 15:13:14.431484800,46,8,DH7 0NA,DH7   0NA,1,Order Received,2022-12-05 15:24:41.371871200,,
BRU00009026,Toothbrush 2000,2022-12-04 17:25:18.810197600,80,3,EH11 1NS,EH11   1NS,1,Order Confirmed,2022-12-04 18:43:57.462677600,,
BRU00009160,Toothbrush 4000,2022-12-05 17:05:32.999153600,29,1,DG4 6HT,DG4   6HT,1,Dispatched,2022-12-06 00:58:29.292660800,In Transit,2022-12-06 02:01:02.661657200
BRU00009562,Toothbrush 2000,2022-12-04 08:30:26.475196800,84,5,BH23 2PF,BH23   2PF,1,Dispatched,2022-12-04 15:59:10.490616000,Delivered,2022-12-05 20:09:31.743285600
BRU00009610,Toothbrush 4000,2022-12-04 19:16:18.276987200,29,7,EN3 7JS,EN3   7JS,1,Order Confirmed,2022-12-04 20:29:51.811388000,,
BRU00009053,Toothbrush 4000,2022-12-04 23:49:53.282309600,27,5,EH6 5DW,EH6   5DW,1,Dispatched,2022-12-05 07:24:04.715529200,Delivered,2022-12-06 10:21:45.346151600
BRU00009096,Toothbrush 2000,2022-12-05 07:08:53.261324400,70,8,CH4 0JR,CH4   0JR,1,Order Confirmed,2022-12-05 08:21:13.750969200,,
BRU00009616,Toothbrush 4000,2022-12-05 18:40:07.819988000,23,3,CR0 7QY,CR0   7QY,1,Dispatched,2022-12-06 02:00:50.002122800,In Transit,2022-12-06 02:49:55.599825200
BRU00009657,Toothbrush 2000,2022-12-05 07:59:26.544289600,68,6,DE72 2DU,DE72   2DU,1,Order Received,2022-12-05 08:11:46.335073600,,
BRU00009398,Toothbrush 2000,2022-12-04 11:56:18.536982000,48,5,AL7 1NW,AL7   1NW,1,Order Confirmed,2022-12-04 13:17:28.614588000,,
BRU00009332,Toothbrush 2000,2022-12-04 15:52:24.239873200,54,1,G51 3TR,G51   3TR,1,Order Received,2022-12-04 16:03:12.609568000,,
BRU00008839,Toothbrush 4000,2022-12-05 20:52:56.083336800,16,1,CM13 3FF,CM13   3FF,1,Order Received,2022-12-05 21:03:30.718682400,,
BRU00009330,Toothbrush 2000,2022-12-05 00:55:11.142506000,84,9,CF63 4PH,CF63   4PH,1,Order Received,2022-12-05 01:06:49.326981200,,
BRU00009098,Toothbrush 4000,2022-12-05 01:43:16.545048800,25,1,BH20 6EJ,BH20   6EJ,1,Order Received,2022-12-05 01:54:53.863324400,,
BRU00009649,Toothbrush 4000,2022-12-05 16:55:32.879106000,14,9,CV47 8FG,CV47   8FG,1,Order Confirmed,2022-12-05 18:07:05.051034000,,
BRU00008948,Toothbrush 2000,2022-12-05 09:31:37.472351200,86,5,AL4 8RB,AL4   8RB,1,Order Confirmed,2022-12-05 10:49:07.780055200,,
BRU00009486,Toothbrush 2000,2022-12-05 08:13:48.588678400,83,6,DD8 1SQ,DD8   1SQ,1,Order Confirmed,2022-12-05 09:27:43.734055600,,
BRU00009027,Toothbrush 4000,2022-12-05 11:55:13.327247600,25,8,GL1 4BE,GL1   4BE,1,Order Confirmed,2022-12-05 12:56:52.747918400,,
BRU00009007,Toothbrush 2000,2022-12-05 05:51:02.947217200,49,5,EH14 5AS,EH14   5AS,1,Order Received,2022-12-05 06:02:57.908459200,,
BRU00009046,Toothbrush 4000,2022-12-05 06:55:56.686143200,23,7,B20 2JJ,B20   2JJ,1,Order Confirmed,2022-12-05 08:01:38.826903200,,
BRU00009611,Toothbrush 2000,2022-12-05 02:44:19.184513599,96,5,BS2 0GY,BS2   0GY,1,Order Confirmed,2022-12-05 03:46:04.033527199,,
BRU00009195,Toothbrush 2000,2022-12-05 07:07:09.843434000,79,6,AB53 5QE,AB53   5QE,1,Dispatched,2022-12-05 14:25:04.565686400,Delivered,2022-12-06 20:00:12.068830400
BRU00009382,Toothbrush 2000,2022-12-04 09:11:48.384588000,82,9,FK8 1ND,FK8   1ND,1,Order Confirmed,2022-12-04 10:49:05.962485600,,
BRU00009392,Toothbrush 2000,2022-12-05 08:10:58.099798800,73,7,HU9 4ED,HU9   4ED,1,Order Received,2022-12-05 08:22:22.371127200,,
BRU00009306,Toothbrush 2000,2022-12-05 07:11:49.975199600,60,1,DA12 1PF,DA12   1PF,1,Order Confirmed,2022-12-05 08:28:31.246464799,,
BRU00008969,Toothbrush 2000,2022-12-04 12:58:09.245707600,64,5,E1 3AP,E1   3AP,1,Order Confirmed,2022-12-04 14:17:02.232725200,,
BRU00009211,Toothbrush 4000,2022-12-05 03:28:47.036285200,47,6,BD17 6TG,BD17   6TG,1,Order Confirmed,2022-12-05 04:37:52.001858800,,
BRU00009339,Toothbrush 4000,2022-12-04 19:05:04.023851200,26,6,DH9 8HG,DH9   8HG,1,Order Confirmed,2022-12-04 20:17:22.692245200,,
BRU00009641,Toothbrush 4000,2022-12-05 15:26:15.729478400,16,8,EX5 2SG,EX5   2SG,1,Dispatched,2022-12-05 22:30:59.490122000,Delivered,2022-12-06 19:22:59.110964
BRU00009244,Toothbrush 2000,2022-12-04 22:54:37.398324000,59,2,EH51 9LZ,EH51   9LZ,1,Order Received,2022-12-04 23:06:45.758211600,,
BRU00009266,Toothbrush 4000,2022-12-04 11:24:29.072698400,18,1,DN40 1PP,DN40   1PP,1,Dispatched,2022-12-04 18:19:29.134677200,Delivered,2022-12-05 21:15:19.369341200
BRU00009469,Toothbrush 2000,2022-12-04 20:05:25.423215600,90,5,DY14 8HG,DY14   8HG,1,Order Received,2022-12-04 20:17:17.562943200,,
BRU00009117,Toothbrush 2000,2022-12-05 02:24:01.035352800,73,3,CV13 6HU,CV13   6HU,1,Order Received,2022-12-05 02:36:44.718595200,,
BRU00008723,Toothbrush 4000,2022-12-05 22:48:54.416423200,11,4,BH19 1PU,BH19   1PU,1,Order Received,2022-12-05 23:00:52.828967200,,
BRU00007522,Toothbrush 4000,2022-12-04 23:57:46.330643200,11,3,CR5%201BR,CA22 2WB,1,Dispatched,2022-12-05 05:37:38.951540800,Delivered,2022-12-06 10:55:52.265557600
BRU00008544,Toothbrush 2000,2022-12-04 02:02:12.126823199,88,3,EN3%206GR,CV35 0RA,1,Dispatched,2022-12-04 09:28:23.752132799,Delivered,2022-12-05 17:52:58.859804399
